Date,Algerian dinar(DZD),Australian dollar(AUD),Botswana pula(BWP),Brazilian real(BRL),Brunei dollar(BND),Canadian dollar(CAD),Chilean peso(CLP),Chinese yuan(CNY),Czech koruna(CZK),Danish krone(DKK),Euro(EUR),Indian rupee(INR),Israeli New Shekel(ILS),Japanese yen(JPY),Korean won(KRW),Kuwaiti dinar(KWD),Malaysian ringgit(MYR),Mauritian rupee(MUR),Mexican peso(MXN),New Zealand dollar(NZD),Norwegian krone(NOK),Omani rial(OMR),Peruvian sol(PEN),Philippine peso(PHP),Polish zloty(PLN),Qatari riyal(QAR),Russian ruble(RUB),Saudi Arabian riyal(SAR),Singapore dollar(SGD),South African rand(ZAR),Swedish krona(SEK),Swiss franc(CHF),Thai baht(THB),Trinidadian dollar(TTD),U.A.E. dirham(AED),U.K. pound(GBP),U.S. dollar(USD),Uruguayan peso(UYU)
02-Jun-2022,0.00509418,0.530922,0.0617196,0.154956,0.53888,0.588888,0.000898873,0.111111,0.0321205,0.10662,0.793156,0.009561,0.222102,0.00570457,0.000599016,2.42386,0.168865,0.0170561,0.0379284,0.480107,0.0786512,1.92932,0.200114,0.0141404,0.172794,0.203797,0.0120475,0.197819,0.53888,0.0477518,0.0756321,0.773134,0.021574,0.110077,0.201994,,0.741822,0.0185414
03-Jun-2022,0.00509805,0.537327,0.0618996,0.154416,0.540063,0.588621,0.000907874,,0.0321519,0.106802,0.794477,0.00954165,,0.00570348,0.000591773,,0.168816,0.0169985,0.0378266,0.485386,0.0786374,,0.200007,0.0140819,0.173447,,0.0119489,,0.540063,0.047785,0.0763578,0.772001,,0.109789,,,0.740426,0.0185682
06-Jun-2022,0.00510064,0.533544,0.0617936,0.1549,0.538741,0.589725,0.000910928,0.111487,0.0321543,,0.794723,0.00953925,0.222368,0.00566678,,2.42174,,0.0169633,0.0378902,,,1.927,0.198961,0.0140272,0.173622,0.203552,0.0121247,0.197582,0.538741,0.0483998,,,0.0215443,0.109891,0.201751,0.930165,0.740931,0.0186684
07-Jun-2022,0.00510678,0.533699,0.0618695,0.152061,0.539249,0.592293,0.000909087,0.111575,0.03205,0.106573,0.792852,0.00956751,0.222775,0.00562372,0.000599165,2.42895,0.169121,0.0170141,0.0379404,0.48105,0.0778501,1.934,0.198459,0.0140529,0.173198,0.204292,0.0121993,0.1983,0.539249,0.0483097,0.0757116,0.761715,0.0215787,0.11002,0.202484,0.929233,0.743624,0.0187561
08-Jun-2022,0.00510289,0.535243,0.062056,0.152589,0.54046,0.592652,0.000896496,0.111299,0.0323913,0.107293,0.798107,0.00956172,0.222577,0.00559207,0.000591191,2.42752,0.169194,0.0169811,0.037937,0.481101,0.0787123,1.93286,0.19813,0.014043,0.173221,0.204172,0.0123395,0.198183,0.54046,0.0484534,0.0757827,0.760331,0.0215529,0.109832,0.202365,0.931732,0.743186,0.0188244
09-Jun-2022,0.00510507,0.532984,0.0622409,0.151748,0.539855,0.587419,0.000903941,0.111073,0.0323138,0.10726,0.797917,0.00954828,0.222508,0.00552464,0.00059163,2.42604,0.16911,0.016921,0.0378698,0.478059,0.0783671,1.93168,0.198115,0.0140406,0.173682,0.204047,0.0127203,0.198062,0.539855,0.0486078,0.0755646,0.759634,0.0215179,0.109743,0.202242,0.930903,0.742732,0.0188626
10-Jun-2022,0.00511473,0.531484,0.0621719,0.149781,0.54045,0.584144,0.000902285,0.111589,0.0319572,0.106132,0.789501,0.0095884,,0.00556156,0.00059348,,0.169666,0.016979,0.0374497,0.477447,0.0777873,,0.198237,0.0140969,0.172119,,0.0129177,,0.54045,0.0477656,0.075409,0.760429,0.0215276,0.110457,,0.928622,0.746361,0.0188594
13-Jun-2022,0.00513272,,0.0612933,0.146248,0.540119,,0.0008957,0.111533,0.0317621,0.105558,0.78532,0.00961242,,0.00556402,,2.44991,0.170134,0.0170247,0.0367259,0.47506,0.0760805,,,0.0141856,0.169907,0.206358,,0.200305,0.540119,0.0467782,0.0746099,0.756629,0.0215771,0.111093,,0.916357,0.751143,0.0187331
14-Jun-2022,0.00514061,0.524069,0.0613896,,0.540191,,0.000871421,0.11176,0.0317584,,0.786329,0.00964499,,0.00560933,,2.45296,0.170055,0.0170433,0.0364175,,,,,,0.169145,0.206682,0.0131773,0.20062,0.540191,0.046849,0.0742435,0.756751,0.0215251,,0.204853,0.909259,0.752324,
15-Jun-2022,0.00513993,0.518539,0.0613447,,0.539445,,0.000866246,0.111732,0.0316963,0.105282,0.783215,0.00961701,0.217387,0.00556229,,2.44697,0.169903,0.0169996,0.0363301,0.468345,0.075405,1.9528,0.201896,0.0140944,0.168902,0.206278,0.0132513,0.200227,0.539445,0.0468962,0.0740778,0.751943,0.0214046,,0.204453,0.907856,0.750853,0.018732
16-Jun-2022,0.0051322,0.526496,,,0.542041,,0.000870704,0.11205,,,0.782335,0.0096335,,0.0056029,,2.45271,0.170992,0.0170052,0.036565,,0.0748019,1.95642,,0.0140949,,0.206661,,0.200599,0.542041,,0.073259,,0.0215155,,0.204832,0.909201,0.752245,
17-Jun-2022,0.00513637,0.52515,0.0612626,,0.540393,,0.000861216,0.111759,0.0317357,,0.785329,0.00959092,0.216454,0.00562261,,,0.170134,0.0168758,,0.475122,,,,,0.167809,,,,0.540393,0.0469878,0.0736767,0.776617,0.0212595,,,0.921185,0.748931,
21-Jun-2022,0.00513956,0.52102,0.0610851,0.145482,0.540305,0.579002,,0.111785,0.0319966,0.106161,0.789765,0.00958675,0.216732,0.00553733,,,0.170173,0.0168367,0.0370658,0.47457,0.0764657,1.94692,0.201397,0.0138615,0.170456,0.205657,0.0136834,0.199625,0.540305,0.0470091,0.0742857,0.774459,0.0211556,0.110626,0.203837,0.91957,0.748592,0.0188022
22-Jun-2022,0.00513786,0.51872,0.0611936,0.145607,0.540367,0.579448,0.00085139,0.111584,0.0319333,0.106066,0.788992,0.00958837,0.21649,0.00549513,,2.44633,0.170359,0.0168083,0.0374091,0.472075,0.07511,1.95038,0.201375,0.0138344,0.169137,0.206022,0.0140754,0.199979,0.540367,0.0469635,0.0737857,0.776959,0.02114,0.11082,0.204199,0.918578,0.749921,0.0188233
23-Jun-2022,0.00514059,0.517326,0.0613471,0.144705,0.540165,0.577696,0.000845851,0.1118,0.031793,0.105788,0.786938,0.00958223,0.21757,0.00554708,0.000578811,2.44847,0.170214,0.0167759,0.0374299,0.469478,0.0751257,1.95049,0.200151,0.0137649,0.167101,0.206034,0.0140554,0.199991,0.540165,0.0468241,0.0737472,0.776643,0.0211669,0.110765,0.204211,0.915932,0.749965,0.0188803
24-Jun-2022,0.00513324,0.517069,0.061228,0.143042,0.538999,0.578758,0.000832786,0.111788,0.03185,0.10588,0.78773,0.00955573,0.217463,0.00553671,0.000575466,,0.169884,0.0167251,0.0376689,,0.0754925,,0.198333,0.0137364,0.167616,,0.0140371,,0.538999,0.0470201,,0.782017,0.021061,0.110395,,0.921077,0.748508,0.0188465
27-Jun-2022,0.00513948,0.518119,0.0613818,0.143205,0.539506,0.580156,,0.111819,0.0319617,0.106227,0.790412,0.00954983,0.22009,0.00555458,0.000575379,2.4409,0.169688,0.0166627,0.0376086,0.471653,0.0759426,1.94447,0.197633,0.0136335,0.168507,0.205398,0.0140103,0.199373,0.539506,0.0470122,0.0742435,0.780181,0.0211104,0.110496,0.20358,0.917699,0.747647,0.0189383
28-Jun-2022,0.00514326,0.51844,0.0614375,0.143431,0.540112,0.58172,0.000820991,0.111912,0.0319578,0.106233,0.790306,0.00950899,0.21779,0.00552473,0.000582082,2.44311,,0.016661,0.0374449,0.471183,0.0764541,1.94623,0.198495,0.0136104,0.168629,0.205584,0.0141274,0.199553,0.540112,0.046786,0.0744535,0.782767,0.0212237,0.110763,0.203764,0.916025,0.748325,0.0191515
29-Jun-2022,0.00514234,0.517525,0.0610706,0.143556,0.540684,0.582585,0.000828716,0.111938,0.0318958,0.106065,0.789041,0.00950438,0.217465,0.00551211,0.0005839,2.44821,,0.0166767,0.0372439,0.469021,0.076558,1.95124,,0.0137015,0.168471,0.206113,0.0146654,0.200067,0.540684,0.0466401,0.0737335,0.78891,0.0213906,0.110979,0.204289,0.91212,0.750253,0.0190091
30-Jun-2022,0.00514884,0.518835,0.0609287,0.1438,0.541124,0.584461,0.000818653,0.112496,0.0316165,0.105157,0.782282,0.00954036,0.215182,0.00551223,0.000582517,2.45561,,0.016627,0.0374071,0.467961,0.0755941,1.95874,0.197156,0.0136882,0.168017,0.206905,0.0143421,0.200836,0.541124,0.0460287,0.0736967,0.785089,0.0213432,0.111524,0.205074,0.911972,0.753136,0.0188931
01-Jul-2022,0.00514497,0.513575,,0.141512,0.539838,,0.000806733,0.11216,0.0316646,0.105376,0.783897,0.00950692,0.213256,0.00552978,0.000578504,,0.170547,0.0165484,0.0368929,0.468496,0.0756289,,0.195665,0.0136791,0.166705,,0.013985,,0.539838,0.0458053,0.0730713,0.782985,0.0211594,0.111285,,0.906539,0.75194,0.0188197
05-Jul-2022,,0.519371,0.061058,0.140216,0.541154,0.579589,0.00081471,0.112825,,0.10452,0.777582,0.00955586,0.214739,0.00555108,0.000582224,2.46306,0.171082,0.0165752,0.0367546,0.470366,0.0756038,1.96533,0.195972,0.013717,0.164465,0.207601,0.0129148,,0.541154,0.0460089,0.0727646,0.783157,0.0211648,0.111861,0.205764,0.90854,0.755668,0.018808
06-Jul-2022,0.00516488,0.514421,0.0605112,0.139609,0.54009,0.581196,0.00079945,0.113059,,0.10372,0.771708,0.00955839,0.215851,0.00558878,0.000584196,2.46878,0.171364,0.0166504,0.0365919,0.468242,0.0750667,1.97214,0.195535,0.013766,0.162041,0.20832,0.0120533,,0.54009,0.04532,0.072281,0.78037,0.0210536,0.112372,0.206477,0.903763,0.758286,0.0188497
07-Jul-2022,0.0051519,0.517256,0.0602024,0.141369,0.541004,0.583873,0.000779529,0.113,0.0311459,0.103739,0.771865,0.00959483,0.217192,0.00558745,0.000579943,2.46735,0.17131,0.0166247,0.0368027,0.4671,0.0750042,1.97196,0.195366,0.0136434,0.161223,0.208301,0.012008,,0.541004,0.045341,0.0719747,0.779297,0.020951,0.112048,0.206458,0.909102,0.758217,0.0188307
08-Jul-2022,0.00516828,0.518143,0.060288,0.143047,,,0.00079118,0.113245,0.0313447,0.103686,0.771672,0.00958102,0.218188,0.00558223,0.000582863,,0.171573,0.0166338,0.0371433,0.469548,0.0751896,,0.194841,0.0135809,0.160131,,0.0123933,,0.541696,0.0448574,0.0717135,0.777409,0.0210991,0.112194,,0.910205,0.759295,0.018842
11-Jul-2022,0.00518099,0.518142,0.0600049,0.14223,,0.585015,0.000786684,0.113353,0.0312315,0.103202,0.767972,0.00957714,0.218917,0.00557361,0.00058533,,,0.0167117,0.0366563,0.469126,0.074568,,0.193615,0.0135877,0.160393,,0.0124056,,,,0.0717843,0.775763,0.0211185,0.112481,,0.909429,0.760519,0.0187569
12-Jul-2022,0.00518826,0.513083,0.0597834,0.141094,0.542733,0.586644,0.000771268,0.113357,0.0311945,0.103043,0.766724,0.00958709,0.21915,0.00556702,0.00058705,,0.172099,0.0169039,0.0367284,0.467158,0.0746176,,0.192564,,0.15813,,0.012973,,0.542733,0.0446776,0.0716662,0.774947,0.0210312,0.113656,0.207901,0.904424,0.763517,0.0186196
13-Jul-2022,0.00518589,0.516089,0.0599093,0.141183,0.542032,0.587396,0.000755549,0.113423,0.0314389,0.103111,0.767312,0.00956832,,0.00555867,0.000580551,,0.171997,,0.0367128,0.46746,0.0749125,1.98233,,0.013534,0.158065,0.209397,0.013022,,0.542032,,0.0718546,0.779789,,0.112772,0.207544,0.908167,0.762205,0.0185569
14-Jul-2022,0.00520054,0.516782,0.0600376,0.140173,0.548015,0.582136,0.000757118,0.113502,0.031346,0.102814,0.765192,0.00957557,0.220279,0.0055421,0.000585657,2.48476,0.172196,0.0170297,0.0365213,0.467567,0.0746265,1.9891,0.193574,0.0135751,0.158431,0.210113,0.0131283,,0.548015,0.0451719,0.0722173,0.777206,0.0210326,0.11325,0.208253,0.904464,0.76481,0.018231
15-Jul-2022,,,,,,,,0.112898,,,0.768269,,,0.00549865,,,,,,,,,,,,,,,,,,0.779668,,,,0.904257,0.763763,
18-Jul-2022,0.00520237,0.517152,,0.141664,0.544078,0.58719,0.000769357,0.112761,0.0314262,0.103479,0.770254,0.00951607,0.220056,,0.00057437,2.47089,0.170879,0.016854,0.0372772,0.471078,0.0751078,1.97736,0.19575,0.0134878,0.161243,0.208872,0.0134419,0.202745,0.544078,0.0442868,0.0730588,0.77883,0.0207719,0.112624,0.207024,0.911136,0.760294,
19-Jul-2022,0.00520461,0.518987,,0.14055,0.54222,0.587054,0.000805117,0.112331,0.0316035,0.104245,0.776095,0.00947537,0.220534,0.00548065,0.000574848,2.46353,0.169965,0.016791,0.0370601,0.465808,0.0762668,1.97018,0.195948,0.0134455,0.162582,0.208114,0.0136648,0.202009,0.54222,0.044471,0.0734857,0.78278,0.0206655,0.112023,0.206272,0.910936,0.757535,0.0180396
20-Jul-2022,0.00521678,0.525055,0.0596308,0.139941,0.545984,0.58959,0.000816954,0.112486,0.0316353,0.10406,0.774745,0.00949846,0.220374,0.00549857,0.000577708,2.47315,0.170741,0.0168307,0.0370708,0.47397,0.0764629,1.97563,0.195881,0.0134841,0.163277,0.208689,0.0138494,0.202567,0.545984,0.044507,0.0744675,0.78288,0.0207232,0.112251,0.206842,0.910148,0.759628,0.0181538
21-Jul-2022,0.00520987,0.525364,0.0596071,0.138882,0.546032,0.589604,0.00082647,0.112398,0.0317279,0.10416,0.775425,0.0095065,0.220056,0.00549148,0.000580999,2.47452,0.170604,0.0168906,0.0368071,0.473094,0.0762086,1.97736,,0.0135099,0.162867,0.208872,0.0134617,0.202745,0.546032,0.0442701,0.074395,0.781674,0.0206692,0.112207,0.207024,0.909465,0.760295,
22-Jul-2022,0.00520496,0.52501,0.0597535,0.13945,0.546451,0.590419,0.000819656,0.112311,0.0315904,0.104062,0.774667,0.00951348,0.220931,0.00553614,0.000579394,,0.170722,0.0169109,0.0370569,0.474265,0.0763238,,0.19443,0.0134923,0.162025,,0.0132462,,0.546451,0.0450246,0.074158,0.787388,0.0206358,0.112185,,0.908771,0.760223,
25-Jul-2022,0.00519666,0.523469,0.0598553,0.13995,0.545866,0.589528,0.000812219,0.11217,0.0316193,0.10417,0.775543,0.00948871,0.220251,0.00554657,0.000577618,2.46755,0.170051,0.0168314,0.037022,0.472099,0.0770123,1.97051,0.193775,0.0134511,0.164099,0.208149,0.0131124,0.202043,0.545866,0.0451948,0.0742202,0.786323,0.0206369,0.112178,0.206307,0.913058,0.757662,0.0181798
26-Jul-2022,0.00521922,0.529069,0.0602718,0.141795,0.548336,0.589962,0.000807677,0.11248,0.031261,0.103356,0.769473,0.00952503,0.220624,0.00557016,0.000579747,2.47532,0.170529,0.0168724,0.0371971,0.47674,0.0768665,1.97672,0.194336,0.0135278,0.164434,0.208804,0.0129567,0.202679,0.548336,0.0450808,0.0745211,0.787859,0.0207278,0.112466,0.206957,0.911982,0.760048,0.0182401
27-Jul-2022,0.005198,0.527045,0.0598432,0.143105,0.546707,0.589987,0.000823642,0.112352,0.0313659,0.103562,0.770974,0.00950516,0.221602,0.0055437,0.000579718,2.4717,0.170276,0.0168368,0.0370237,0.473771,0.07744,1.97511,0.19393,0.0136473,0.161094,0.208635,0.012611,0.202515,0.546707,0.0450173,0.0737799,0.789922,0.0206244,0.11256,0.206789,0.915912,0.759431,0.0182934
28-Jul-2022,0.00521221,0.531241,0.0603682,0.145628,0.549496,0.591624,0.00082494,0.112613,0.0312541,0.10325,0.768613,0.00952241,0.221191,0.00561234,0.000578419,2.47426,0.170449,0.0168261,0.0372635,0.475808,0.077651,1.9749,,0.0136488,0.161729,0.208612,0.0126131,0.202493,0.549496,0.0452405,0.0742952,0.789755,,0.11258,0.206766,0.920331,0.759349,0.0185171
29-Jul-2022,0.00519405,0.52939,0.0605168,0.145633,,0.589142,0.000828944,0.112284,0.0313037,0.103505,0.770475,0.00951288,0.2228,0.00568057,0.000579383,,0.169836,0.0167375,0.0371288,0.475597,,1.96493,,,0.16295,,0.0123229,,0.548071,0.0457235,0.0745364,0.793943,,0.111956,,0.92037,0.755516,0.0184569
01-Aug-2022,0.00519042,,0.0600869,0.146291,0.546882,,0.000834008,0.111795,0.0313585,0.103744,0.772449,0.00953481,0.2232,0.00569706,0.000581288,2.46204,0.169575,0.0166798,0.0372526,0.474996,0.0783116,1.96323,0.194301,0.0136449,0.163072,0.207379,0.0121652,0.201296,0.546882,0.0457461,0.0742542,,0.0208485,,0.205544,0.924252,0.754861,0.0185638
02-Aug-2022,0.00519362,0.525337,0.0604183,0.14434,0.5485,0.587453,0.000845541,0.111709,0.0313217,0.103739,0.772146,0.00960751,0.224303,0.00577172,0.000578099,2.46565,0.169467,0.0167504,0.0368131,0.477909,0.0777553,1.96418,0.192956,0.0136333,0.164237,0.20748,0.0125538,0.201394,0.5485,0.0455153,0.0742291,0.7926,0.020928,0.11227,0.205644,0.921644,0.755229,0.0184144
03-Aug-2022,0.00519403,0.524897,0.060105,0.143261,0.548146,0.58896,0.000843706,0.112089,0.0312909,0.103682,0.771676,0.00960127,0.224893,0.00565974,0.000579093,2.46898,0.169843,0.0167809,0.0366928,0.471945,0.0781498,1.96876,0.193406,0.0136658,0.163978,0.207964,0.0125668,0.201864,0.548146,0.0450852,0.0740637,0.789683,0.0209131,0.112057,0.206124,0.922165,0.75699,0.0185056
04-Aug-2022,0.00522993,0.527244,0.0599124,0.144539,0.548502,0.589253,0.000834335,0.112133,0.031265,0.103612,0.771135,0.00952226,0.226097,0.00566851,0.000577967,2.4692,0.170044,0.0167276,0.0372459,0.475891,0.0778412,1.9699,0.194962,0.0136047,0.16345,0.208084,0.0125697,0.20198,0.548502,0.0452346,0.0742596,0.789438,0.0209517,0.112067,0.206243,0.921977,0.757426,0.018631
05-Aug-2022,0.00524413,0.526801,0.0601799,0.144947,0.54952,0.584528,0.000836399,0.112052,0.0314684,0.103963,0.773644,0.00955598,0.226695,0.005684,0.000577254,,0.169723,0.0166586,0.0370584,0.475845,0.0775041,,0.194053,0.0135703,0.164268,,0.0125233,,0.54952,0.0454106,0.0746482,0.791363,0.0212046,0.111766,,0.917895,0.756029,0.0186159
08-Aug-2022,,0.52582,0.0599573,0.147927,0.548516,0.589557,0.000828871,0.112169,0.0315318,0.103902,0.773078,0.00952511,0.227831,0.00559818,0.000583386,2.47024,0.169916,0.016697,0.0373785,0.473633,0.0777709,1.97138,0.193811,0.0137084,0.164328,0.20824,0.012567,0.202132,0.548516,0.0455701,0.0745653,0.791639,0.0211831,0.112027,0.206397,0.917628,0.757994,0.0188659
09-Aug-2022,0.00527221,0.528132,0.0601199,0.147834,,0.587871,0.00083571,0.112085,0.0315899,0.104142,0.774896,,0.228962,0.00561455,0.000580302,2.46758,0.169931,0.0167401,0.0373518,0.475205,0.0779848,1.96925,,0.0136198,0.164894,0.208016,0.0125399,0.201914,,,0.0745863,0.794354,0.0213404,,0.206175,0.916753,0.757178,0.0189233
